#除夕不放假#,Query time: 2023-12-17 23:12:54
经历过不解，愤怒，骂街再到平静以后，突然意识到似乎一直以来把法定节假日和带薪休假的假期混为一谈了。单轮法定节假日，我们国家其实世界中位水平，但是带薪休假制度迟迟落实不了，甚至对于多少天有些单位也很模糊。从而才会对比欧美国家所谓的长则一两月的假期，才会不满。那么矛头指 经历过不解，愤怒，骂街再到平静以后，突然意识到似乎一直以来把法定节假日和带薪休假的假期混为一谈了。单轮法定节假日，我们国家其实世界中位水平，但是带薪休假制度迟迟落实不了，甚至对于多少天有些单位也很模糊。从而才会对比欧美国家所谓的长则一两月的假期，才会不满。那么矛头指向不应该是用工单位吗？假如国家是想以此倒逼企业落实制度，那么是否应该匹配上对应的举报渠道和惩罚机制给企业？从制度上保障让大家都能请到所谓的带薪假呢？,11月03日 09:27
🔥热搜：2024除夕不放假…🤔史上最长春节？！🙅古代“打工人”表示不服！,11月03日 09:11
中国人自己的节日为什么不放，这就是越来越不尊重中国文化！一年之中最后一天除夕！一年之中第一天正月初一！ ,11月03日 08:59
法定不放假，但公司那天可能会放假，但是我们公司会拿员工的年假去抵！！！！！！本来公司就单休，再把年假给抵了，好嘛，工位就是我的家 ,11月03日 08:29
公司放假通知出来了 除夕照常上班 要请假自己请假,11月03日 05:09
这是什么意思 ,11月03日 00:50
质疑叶文洁理解叶文洁,11月03日 00:04
今年的除夕不放假，你会有所遗憾吗？,11月04日 22:59
我哥也和我一起骂这个调休除夕不放假，为了超过🇺🇸。美国那么多总统我真的很佩服罗斯福，临危受命把经济搞起来了，战时总统，感觉这几届总统都不行。高中班主任给我们讲罗斯福新政的时候让我们把罗斯福的名言写在书上“我们唯一能恐惧的只有恐惧本身”真的好总统 ,11月04日 22:18
为什么看不到？ ,11月04日 20:48
我就看看这个投票有多少人。,11月04日 20:37
当父母得知后😭，灵魂发问：“怎么今年春晚有你啊？”,11月04日 18:02
今年除夕现状,11月04日 17:49
扯哥方言秀，笑得肚子疼！来源：今年除夕不放假！四川方言抖音上热门破 - 抖音,11月04日 16:52
反手就是一个6 ,11月04日 14:25
拿走吧，至少让它一直存在下去 ,11月04日 13:05
绷不住了，连统派都看不下去了[笑哭]椰子椰子好吃的视频,11月04日 11:26
哦 ,11月04日 11:18
全国人民都盯好了哈，看看公务员除夕放假不,11月04日 10:00
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月04日 09:21
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月04日 09:21
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月04日 09:21
真不错//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月04日 07:19
真不错呀//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月04日 07:19
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月04日 07:18
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月04日 07:18
无语 …转基因,11月04日 03:11
无语 …转基因,11月04日 03:11
谁给我做饭！食物中毒死家里 我妈下班回来我都能凉透了。。。,11月04日 02:24
你在和我开玩笑吗,11月04日 00:41
扎心捏,11月05日 23:33
重大打击：45岁以后送不了外卖了,11月05日 22:57
好像也不是很实在了,11月05日 22:02
实名谴责，过来罚站😡😡 ,11月05日 21:58
要不然查查提除夕不放假这人是不是见die？,11月05日 19:43
？ ,11月05日 16:54
请问除夕是什么外国节日吗。。？为什么不放假呢？到底谁是吸血鬼？。。 ,11月05日 15:20
不是，那我压岁钱谁给啊，你给吗！！！,11月05日 14:37
上热搜了！美团宣布除夕放假美团内部公布了2024年春节放假安排，2月9日除夕当天，所有同学放假一天，假期不占用年假额度，公司将统一处理考勤无需个人申诉。此前字节跳动公司宣布除夕给员工放假，其办公软件“飞书”日历上已显示除夕当天为“春节团聚假”。上热搜了！美团宣布除夕放假美团内部公布了2024年春节放假安排，2月9日除夕当天，所有同学放假一天，假期不占用年假额度，公司将统一处理考勤无需个人申诉。此前字节跳动公司宣布除夕给员工放假，其办公软件“飞书”日历上已显示除夕当天为“春节团聚假”。,11月05日 14:27
以我自身为例，早上七点半出门，八点到公司，中午十一点半休息吃饭休息，下午一点继续工作，下午五点下班，五点半到家，最快大约五点三十分进家门（不考虑买菜和取快递时间），一天下来实际投入到工作上所付出的时间至少是十个小时，我这还是比较少的情况，那么问题来了，排除八个小时的睡眠时间，在保 以我自身为例，早上七点半出门，八点到公司，中午十一点半休息吃饭休息，下午一点继续工作，下午五点下班，五点半到家，最快大约五点三十分进家门（不考虑买菜和取快递时间），一天下来实际投入到工作上所付出的时间至少是十个小时，我这还是比较少的情况，那么问题来了，排除八个小时的睡眠时间，在保持总量二十四小时一天不变的前提下，还是几小时的自由时间，六小时，也就是睡前四小时，起床后的二小时，可能分配上有偏差，值得么~~~,11月05日 14:00
啊？啊？啊？啊？啊？啊？啊？啊？啊？啊？啊？ ,11月05日 13:12
妈呀除夕不放假还整天在那 Happy Chinese year外国人的节日不让过 自己国家的传统节日也不让过了 老钟人美丽的一生 ,11月05日 09:52
呵呵我就问除夕为什么不放假？什么b班非得除夕上？,11月05日 04:41
看吧 这么工作机器人都扛不住,11月05日 03:41
🐜🐜🐜 ,11月05日 03:04
并不能说明规定的制定者不承认除夕放假的重要性，而是虽然除夕不在假期之中，但由于是节前最后一日，实际上已经具有了“准假期”的性质。很多机关单位除去极少数值班人员，已是人去楼空。7天的假期不误，还能多出半天或者一天两天的“便宜”，何乐而不为？看了一些人在乱带节奏，心难受 并不能说明规定的制定者不承认除夕放假的重要性，而是虽然除夕不在假期之中，但由于是节前最后一日，实际上已经具有了“准假期”的性质。很多机关单位除去极少数值班人员，已是人去楼空。7天的假期不误，还能多出半天或者一天两天的“便宜”，何乐而不为？看了一些人在乱带节奏，心难受😣,11月05日 01:58
今年咱们一起包饺砸,11月05日 00:07
真的越来越失望了 ,11月06日 22:17
听说今年除夕不放假，是真的吗？是的。那我要在除夕大年三十请假的话，要扣多少钱？这要看你的公司，是怎么算的。,11月06日 22:00
春节本来就三天，怎么一堆“人”在带节奏啊？ ,11月06日 20:07
除夕不放假，这个调休方案的提出引起广大网友的关注。多数人都对此表示十分不赞同，我亦是其中一个。原因如下：一、2023年1月英国博物馆在中国上下欢度新年的时候在自己的官网上发文庆祝韩国新年这件事不值得我们警醒吗？我们自己的年，如果都不过了，以后可能就真的变成韩国的了。我们的传统文化需要 除夕不放假，这个调休方案的提出引起广大网友的关注。多数人都对此表示十分不赞同，我亦是其中一个。原因如下：一、2023年1月英国博物馆在中国上下欢度新年的时候在自己的官网上发文庆祝韩国新年这件事不值得我们警醒吗？我们自己的年，如果都不过了，以后可能就真的变成韩国的了。我们的传统文化需要我们传承发扬，而不是为了赚钱，放弃这个美好的日子。过年是我们必不可少的一部分，在一年的辛勤工作之后，好好享受享受生活，和家人朋友聚聚，联系联系感情。不要让中国文化流失。二、空巢老人，留守儿童们就盼着这一天他们的儿女，他们的爸爸妈妈回来团聚几周。在外奔波拼搏的人们也想着这个时候回家看看家里老小。虽说现在可以视频了，但是面对面感受的温度总是不一样的。一家人坐在一起吃团圆饭更有意义。每年归家的人那么多，过年就是当归之际呀！（最后大声哔哔一句，希望相关部门更加重视中国优秀传统文化的传承）注：可能有言辞不恰当，但只有一个目的不支持除夕不放假！！！！家人团聚不了！！！,11月06日 16:09
