五月天巴黎演唱会被指「真唱气息不稳」，如何从专业角度解读？与此前演唱会是否有不同？,gender,comments,likes,updated_time
热知识，五月天全队平均年龄在五十岁左右了，一群年近半百的中年人，唱跳还能有多好的体力？我更倾向于他们属于半真半假的唱，不是说完全不唱，是一直唱身体吃不消了,1,13,1,2023-12-08 10:29:09
我相信去看五月天的人都是为了情怀，有几个在乎他到底是不是假唱的，出道26年了，你难道还要求他们跟以前一个音色？假唱几首又有什么关系呢，只是有些人为了获取流量在这计较真假罢了。换句话说如果一场演唱会20首歌全开麦真唱，把高音部分对着观众那又有什么意思呢？且看且珍惜吧 ,-1,27,4,2023-12-08 10:29:05
说切让肉上7SSRP投诉平铺图去7prp777rpr他87777777777777777777788877,0,0,0,2023-12-08 10:28:29
事实上，如果是一场长时间的演唱会，歌手出现气息不稳是很正常的事。再加上，五月天原本就是又唱又跳类型的歌手，随着动作的舞动，更容易出现气息不稳。但这恰恰说明是真唱。因为只有真唱，才有可能出现这种气息不稳的状态。在现场演唱的过程中，受环境、身体、还有音响各个方面的影响，歌手的发挥不可能从头到尾一样完美，而有波动，才是正常的。那么，五月天在巴黎演唱会出现气息不稳，也或者可以证明，上海演唱会的“完美”其实就是一场假唱。虽然不会是全部假唱，但有专业人士指出，至少有一半的歌是假唱的。一半啊，不少了！特别是高音部分，如果是现场，吼不上去是会破音的，但若是假唱，就不会出现破音，反倒会很顺畅。上海演唱会，是主办方想要“完美”；或者，是五月天太过轻视国内的歌迷？可若是没有国内歌迷的抗议，五月天会在巴黎演唱会上真唱吗？或者依然是延续上海演唱会的风格，又或者是他们的情绪就不会受上海演唱会的影响，从而能发挥好的状态来真唱？这个还真没法说。但无疑的是，巴黎演唱会的五月天状态，与上海演唱会是明显不同的。所以上海演唱会到底是不是假唱，或者也就有了一个呼之欲出的答案了。说到底还是那句话，真实有瑕疵不是错，毕竟人无完人。但若是把歌迷当“傻瓜”一样糊弄，又或者是国内与同外的区别对待，似乎就不是那么明智的一件事情了。你说呢？,0,4,23,2023-12-08 10:23:51
你拿巴黎这场和他之前上海的比一下，比较一下他的互动幅度、话筒到嘴的距离，还有最后出来的声音效果，完完全全就是两个截然不同的水平，更坐实了他之前的假唱,1,17,684,2023-12-08 10:23:44
在巴黎唱歌到时候，阿信只能全场不动地唱，而且一直换气抖肩，那个使劲让我觉得他是真的再唱歌，而在泉州的时候，他唱的轻轻松松，而且还能一边跳舞一边高歌。差别这么大，你让我觉得他是不是在假唱。老实说，我并非音乐专业人士，所以不太懂音乐，同时也是没有直接观看巴黎的直播。所以不能判断他是不是真的当场把10拍E6唱出来。我只能根据他的神态判断他是否可能假唱。在巴黎的演唱会中，阿信唱唱得拼了唱的特别用力，而且嘴型和音完美贴合，由此能判断他大概率是真唱。五月天其他演唱会是不是真的在假唱，需要音乐领域专业人士进行判断，行外人不好说。这里只能通过我自己的专业知识，给网友们做普法宣传。五月天但就现在的行为来说能不能追究刑事责任，不好判断，但是的确可能面领其他领域的处罚。在假唱领域如果要获得刑事处罚，大概只能是诈骗罪。即拿了歌迷的钱，但是没有区别唱歌。可见，五月天有唱歌的行为，在刑法上就难以成立诈骗罪。所以我们还得专研《营业性演出管理条例》，把里面的处罚执行到位，才能制止假唱的歪风邪气。不管怎么说，疫情放开之后，演唱会作为大型娱乐项目，能创造很多经济利益，各地都想分一杯羹，一个周末就能创造十几亿体量经济，还能带起旅游业，周边行业。因此，我们更要严格约束歌手，杜绝假唱。,-1,2,2,2023-12-08 10:21:07
   从假唱的热搜，到信发文，又到巴黎直播演唱会…我自己很少听五月天的歌，周围朋友是五月天粉丝的不少。这次看到很多网络上的粉丝说，他们唱那么多场很辛苦，假唱也能原谅。我当时的想法就是，上海连开8场，是大家逼他们开的吗？一场的收入赶得上普通民众一年的收入了吧。如果没有那个能力，就不要吃这碗饭。对内娱的明星，演员也好，歌手也罢。我们真的对他们太宽容。看了网上的视频，真心唱的不咋地。,0,16,25,2023-12-08 10:16:33
巴黎场的离开地球表面，全程站在原地不动，疯狂换气耸肩对比之下我看的泉州场他为什么可以蹦蹦跳跳 JUMP完整首的？,-1,66,854,2023-12-08 10:14:10
给你们公关团队建议啊，其他的什么公关声明啥的其实都没必要，什么演唱会直播都没必要，自己真的“有实力”“能10拍e6”，你这样，你们团队紧急联系一下：湖南卫视《我是歌手》，运作一下作为首发歌手，第一首歌就是这个《我心中尚未崩坏的地方》，毕竟一期只唱一首歌，应该也许大概可能努努力还可以。但是要是“运气不好”一轮游，额，额，额，应该也不算什么坏事，对吧,1,3,8,2023-12-08 10:10:37
巴黎场真唱≠之前场真唱,-1,14,88,2023-12-08 10:09:01
我从一个不专业的角度来解读一下。咱们公平一点让陈信宏休息八个月，然后去巴黎连开八场，给大家看看他第八场还是一样的稳 ,1,3,67,2023-12-08 10:07:52
他们但凡重新录一个版本，音稍微修下就行，保留点瑕疵，都不会那么快露馅。现在是真把人当傻子，拿十几二十年前唱的版本来假唱/接唱，导致一首歌前面声音很苍老，然后副歌又变少年音，后面又变大叔音，都不用看视频鉴别，光听都能听出来了呢 。,0,4,46,2023-12-08 10:05:06
但凡粉了他三年以上的人都知道现场唱功一般，陈信宏之前唱歌什么调我们不知道嘛？我南京场50多岁的妈放录像都听得出来哪里开始假唱了，巴黎当然和其他的都不一样咯。,-1,7,5,2023-12-08 10:03:10
用一场真唱来证明之前全是假唱，这就是摇滚精神！！！,0,166,3768,2023-12-08 10:01:44
巴黎这一唱，乐坛E6的神得休息好几个星期了吧话说，这场好像少了很多蹦蹦跳跳，乖乖的站在台上，结果还是跑调了，我还是选择行走的CD吧,-1,2,28,2023-12-08 10:00:51
按照陈信宏之前所说，每次唱这足10拍E6的高音，总是跪足捶地，仿佛如此，才能跟自己确认，抵达了至高的山巅。当然，每次的嘶吼，每一场，每一声，都来自于我依赖了24年的嗓子。除了真唱，否则没有其他感动你的方式。那么这次五月天巴黎演唱会中阿信的气息不稳是否对于高音唱起来有一定的难度了，毕竟上海演唱会的气息是非常均匀的，而且是又蹦又跳活力无限的，这两者到底为什么会出现如此的反差呢，难道因为地域的原因吗？所以到底上海演唱会五月天有没有假唱呢？这个才是我们关心的重点。其实在巴黎这个演唱会都目的就是证明自己的真唱能力没问题，但是显然专业的人还是可以听出来门道的，对于我们这些门外汉来说，也只是班门弄斧，但是听语感进行比较，这个还是可以的。上海文旅执法大队目前专家正在组织鉴定，我到是觉得可以参照一下巴黎这场演唱会进行一下对比，也许可以发现其中的相同点还有不同点，到底上海这边是不是假唱，我感觉很多人心理都已经有了自己的答案了，现在就看最终的鉴定结论是否和我们的的答案一致了。针对这次假唱事件可能出现的法律问题已经普遍的进行了普法，虽然有的时候一些律师说的有些极端，比如终身禁赛、比如涉嫌刑事犯罪，但是这些在满足一定条件下确实是有可能发生的。作为歌手，一定要对得起自己的歌迷和粉丝，对的起自己的这个职业，毕竟大众是他们的衣食父母，他们应该用自己的的专业和尽责给粉丝和消费者们贡献出优质的歌曲的现场的体验感。抵制假唱，希望这次可以起到一个警示的作用，敬畏之心要有的。,1,145,734,2023-12-08 09:56:54
法国曾入侵台湾1884年中法战争期间，法军攻打基隆、淡水，封锁台湾海峡，并占领澎湖，当时的台湾居民称这场战争为“西仔反”。,1,1,3,2023-12-08 09:53:43
我们走后，他们会给你们在演唱会上真唱，这不是因为他们热爱音乐或者良心发现，也不是因为他们变成了好人，而是因为我们来过。,1,27,779,2023-12-08 09:43:01
这场演唱会陈信宏唱得拼了老命似的，常用播碟曲目《伤心的人别听慢歌》《恋爱ING》《离开地球表面》这场不敢像以前蹦蹦跳跳了，演唱其它曲目会躲高音了，发高音终于音画同步了.陈信宏10E6指定曲目《我心中尚未崩坏的地方》就现场这种表现，唱起来随时破音，别说连开8场了，连开3场都要吸氧了...侧面佐证上海演唱会从听众角度判断是假唱,1,84,2224,2023-12-08 09:42:31
假新闻吧，唱10拍E6的人怎么可能气息不稳？哦，原来他这次是真唱。不知道是不是这几年新闻看的多了，发现现在假唱的报道也多了。记得大湾区晚会的时候，内地歌手一对比香港歌手，确实有点不够看。要知道香港“四天大王”时代，歌手赚钱渠道得靠卡带销量、演唱会上座率，要想让粉丝痛痛快快掏腰包，演唱者自身的“硬件设施”必须有保证。虽然他们唱现场时也可能会跑调、破音，但是绝不会假唱。因为此丑闻一旦曝出，粉丝就很难再买账，这相当于自毁前程。而现在不同了，唱片市场不再景气，歌手大多靠“走穴”、拼盘演出、接广告、上节目获得收入，靠的是粉丝经济。大部分粉丝是不会在意自己偶像有没有真唱的，只要远远的看到人就开始尖叫了。假唱也就从偷偷摸摸变成了理所当然。这意味了什么呢？就是演出效果成为歌手的首要考量。为了避免失误，歌手通常选择对口型假唱，走心一点的会放歌曲的现场预录，不走心的，则直接放棚录版本。几年前，孙楠就向媒体公开承认自己上的五次春晚有四次是假唱，据说都是出于电视台节目录制的需要。不过，有的歌手是被迫假唱。有的歌手虽然真唱了，但是电视台却为了节目播出效果，在后期处理中将音轨替换成了CD原声。这种情况，责任就不在于歌手，而在电视台。给出的理由也很简单——晚会嘛，求稳。因此，当惯了“晚会歌手”的明星，一般都会武功大废，慢慢地不敢真唱，习惯了假唱——这和很多爱美的素人们不用美图秀秀P照片，就不敢往朋友圈晒自拍是一个道理。像韩磊、韩红这样功成名就后还敢去《我是歌手》真刀真枪比划的，已经不多了。于是，当假唱者振振有词、理由多多时，真唱反倒成了一种“非主流”。,1,10,278,2023-12-08 09:42:14
