张雪峰文科就是服务业,Querytime:2023-12-23 20:54,点赞数,点评数,用户昵称,IP位置
说的不准确，百分之九十以上都支持他[笑哭R][笑哭R],2023-12-11 10:45,2,1,momo,美国
文科生这样的处境不是它本身造成的 而是像张雪峰这样讲求实用主义的中国人以及目前国情决定的。国人现在很浮躁。毕竟生存压力大人多竞争力大。况且文科上限又高。入门门槛低。但是全盘否定其价值我只能说他飘了。,2023-12-10 19:42,4,1,爱旅行干饭的人,安徽
宝，有空过来打卡我,2023-12-14 23:20,0,0,先锋认知,江苏
我是看戏的，因为我是艺术生[doge],2023-12-13 00:37,0,0,ryuuzaki,广东
幸好高一听劝选的物化政[偷笑R],2023-12-10 19:09,0,0,小红薯64CB0BEC,甘肃
文科是服务业 工科属于是奴隶业[失望R],2023-12-09 19:01,1,1,momo,广东
張雪峰這種價值觀是有毒的。首先文科並不都是服務業，服務業也不代表就要“舔”。所謂的“舔”，就是踐踏尊嚴，但是踐踏尊嚴並不是服務精神。反過來説，蠅營狗苟的人在任何產業都能“舔”，這與什麼科、什麼業無關。張雪峰正在教年輕人市儈、軟骨。他之前的言論，我可以認同他給予年輕人現實主義的建議。但是説什麼科什麼業就要“舔”，這我絕不能茍同。,2023-12-09 17:34,2,0,牢不可破的聯萌,中国台湾
除了农业和工业，其他的基本都是服务业,2023-12-09 22:41,1,0,柏川,吉林
科技引领着人类的未来。,2023-12-10 09:12,0,0,平水,河北
归根结底。文科不适合资本主义生产方式,2023-12-09 21:05,0,1,屌丝,山西
首先，什么是服务业？第一产业，农林牧渔；第二产业，制造业；第三产业，服务业。文科、包括部分理工科，在第三产业本来没问题。但是看他那个视频，他脑子里似乎没有这个概念，更不知道不同产业为何存在，不同产业间的投入产出关系，他理解的服务业应该是服务员性质，外加等级观念严重,2023-12-10 14:03,2,1,老中堂,北京
不太恰当吧，不过文科的工作理科基本上都能干，理科的工作干不了就是干不了。,2023-12-14 20:18,0,1,浮生,河南
不要避重就轻，说别人像狗一样舔，如果是理工科支持，那就是缺教养。如果是文科生还赞同，你真是别人打你一巴掌，还叭叭去摇尾巴,2023-12-14 21:26,0,0,alexbi,北京
为人民服务的飘过哈哈哈,2023-12-11 19:42,0,1,ᅠᅠᅠmomo,北京
我感觉好像有点道理[doge],2023-12-11 17:59,0,1,Lin,甘肃
我就是，我就是只服务付得起的,2023-12-12 19:40,1,0,岳绮罗不怕禁,福建
"0【长按复制这条邀请码消息，打开小红书即可加入该群】
 1月15日前可加入群聊""25级新传保研（明年）群"" :/#l
😝🍍🍉🐼🐟🥟
🐡🥖🐂😘😌🐱",2023-12-18 21:40,1,0,播播保新传,上海
法学好像学历要求挺高的吧 那如果学法学走考公这条路 是不是本科学历要求不是很高呢[害羞R],2023-07-02 13:32,2,1,Rosy,无
不会吧，不会还有宝子不知道这个学习原理吧[偷笑R],2023-12-11 01:30,0,0,王恒,陕西
前言不搭后语的 是人写出来的东西. 像ai凑热点自动生成的,2023-12-14 19:07,0,0,rog,四川
【钱江晚报评论】文科生不必妄自菲薄，每个学科都有其存在的意义和价值,2023-12-12 09:35,2,1,柠檬说艺考,北京
说的太对了，所有劳动者的付出都无上光荣！！[飞吻R],2023-12-10 16:40,1,0,旋转跳跃,北京
大家可以都来评论区聊聊你的专业🈶️哪些坑爹之处 给学弟学妹们避雷[doge][doge][doge],2023-11-05 20:54,5,0,阿派の职场笔记,无
[色色R][色色R]大美女,2023-12-23 19:42,0,0,哀酱赛高,北京
评论区这么多急着和文科划清界限的[偷笑R],2023-12-23 16:12,0,0,铝热猫,北京
经济学不算纯文科，就别来碰热点了！,2023-12-23 12:20,0,0,momo,北京
你说的这些在国内不归文科生管啊[笑哭R],2023-12-23 11:35,0,0,momo,美国
我文科生工作一年跨考工科，我觉得很合理，文科确实挺舔的，没必要上高度，他只是为了给还没进坑的高考生提醒而已。,2023-12-10 01:07,48,1,竹月相伴,河南
文科再舔，理科也要舔啊，除非家庭条件极好，要不然哪个专业不需要舔？,2023-12-10 10:53,77,1,滴答滴答咕,河南
不用这么敏感 他说的确实是事实[笑哭R] 虽然扎心,2023-12-10 01:14,36,1,用户已注销,广东
你自己都说了是喜欢文科才显得，为什么还要在意别人的怎么看？,2023-12-10 10:46,21,1,德拉西翁,河南
谎言不会伤人，真相才是快刀。如果你是个清华的学生，你会因为一个专科的对你说你学习不好不如他而生气嘛,2023-12-10 10:03,11,1,土木劝退小课堂,山东
爸爸，吃了么，我是理科生，舔的和文科生不一样[偷笑R],2023-12-10 21:18,2,1,小米杂,贵州
这就纯纯扯淡了，法律也是文科，公务员也是文科，设计师也是文科，如果正常工作中和客户的沟通都是舔的话那所有工作都是舔,2023-12-11 13:01,1,1,pp,陕西
爸爸，吃了么？我是理科生,2023-12-10 21:18,1,1,小米杂,贵州
吐槽文科的工作，自己做文科的工作[偷笑R],2023-12-13 11:02,0,1,侯振杰,上海
话粗理不粗啊，理工也好文科也罢，就业之后不都是舔甲方爸爸[捂脸R]？甲方爸爸高兴了你吃肉又喝汤，甲方爸爸不高兴了你去喝西北风吧，不是这么个理儿？心里没数了吗[捂脸R]？别整什么高大上的词藻掩饰工作的本质，合法赚取劳动报酬不就行了？再怎么嘴硬也掩盖不了本质啊[偷笑R]，破防的十有八九是没经历过社会毒打的小白[捂脸R]，老打工人早就看透了，爱咋说咋说，反正能赚钱就行，说的再高大上不还是赚那点比工资[捂脸R],2023-12-12 19:35,0,1,23333,山东
他评论的那个人，好像是和理科生，然后想去文科学校，目的是排名好一些，并不是像你一样热爱，还有，你说“把文科工作全部定义成舔”不能全部都，那您觉得有多少是呢？90%-95% 左右？,2023-12-16 23:00,0,0,凸^-^凸,澳大利亚
说的也没错，底层人干什么都要舔[笑哭R],2023-12-16 08:58,0,0,保持微笑,河南
看到最后一句话就知道某些文科生是什么成分了，放在七八十年代真是一把好手,2023-12-15 10:56,0,0,一支鱼,湖南
说的很对，但是别人特别是张雪峰也没有必要站在你的角度，扯热爱之类的就赞同你的观点，除非真的为社会创造了可见的价值。,2023-12-13 16:25,0,0,多卡西内,北京
文科我能想到不舔的就考古[笑哭R],2023-12-13 12:38,0,0,Tracy,广东
体制内舔领导，体制外舔客户，乙方舔甲方，甲方舔领导，领导舔老板，老板舔投资人，投资人舔资方，资方。。都有家族财富了分什么文科理科啊[doge],2023-12-13 12:26,0,0,monaSSS,北京
就你们这些人的水平，说你们舔都是好的了，现在国内文科都什么德行自己没点数？,2023-12-13 11:40,0,0,我是个胖子,云南
律师，电视电台主持人，演艺明星，银行，医生护士，部分政府部门……包括张雪峰现在的职业都属于服务型职业……其实，发达国家已经完成了转型，服务类行业是主业……只能说我们还是发展中国家。,2023-12-13 10:03,1,0,夏日的秋风,江苏
哈，被說到破防了？[偷笑R],2023-12-13 08:53,0,0,Dickson,中国香港
萝卜白菜，各有所爱。立场不同，角度不同，认知不同。走不出认知的困境，到哪里都是囚徒。认知错位，吃苦受累。一个人的命运，1%靠别人敲醒，99%靠自己觉醒。努力谁都会，选择靠智慧。,2023-12-12 20:49,0,0,思维创富,辽宁
认清他最后也是为了卖课就很好理解了[叹气R]大家都一样，没有不舔的，只是文科热度高，能吵得起来，而且文科生媒体接触和活跃度也高,2023-12-12 18:00,0,0,Runner,安徽
感觉张雪峰不是作服务业似的[笑哭R],2023-12-12 17:47,0,1,Joey,云南
很多人觉得他说的对，对吗？不是说文科生不舔，你活在这片土地上就得舔，跟文理科有啥关系？所以对吗？既然每个人都舔，那拿出文科出来针对性吐槽就不对了。再一个，理科生比文科生挣得多？社会地位高？过的更幸福？也许你会说是，围城内外尔尔！所以喜欢最重要，热爱最重要，跟干什么不重要。,2023-12-12 16:58,0,0,Mr-J,广东
谁打工不是舔……,2023-12-12 16:12,0,0,momo,甘肃
生而为人，要么舔狗，要么咸鱼[doge],2023-12-12 09:46,0,0,骁,江苏
@张雪峰老师 他就是个网红营销号 说些引战的话自然能挣钱了[飞吻R]@张雪峰老师,2023-12-11 20:01,1,0,用户已注销,广东
[笑哭R]舔，变着花样地舔，正大光明地舔，站着舔,2023-12-11 19:49,0,0,隔壁老王,河北
你看看这些文科的，一边讽刺自如，一边成为自如。,2023-12-11 19:11,0,0,虽老矣尚（且只）能饭,澳大利亚
他应该说普通人都是靠舔挣钱，和文理无关[doge],2023-12-11 18:15,0,0,元,湖北
看来你对你所学的专业认识还是不够深刻。感觉你好像还在学校里一样，不接地气，太较真、过于理想主义,2023-12-11 16:49,0,0,momo,辽宁
都知道他说的对，但都不想承认他是对的[doge],2023-12-11 16:43,0,0,Jericho_941,上海
现在情况是，大多学文科可以做的岗位，理工类专业也能胜任，相反，理工类的岗位学文科的压根做不了,2023-12-11 16:16,0,0,阿尔萨斯的二叔,江苏
闲人还是多，因为一个人说了一句话居然能上热搜话题。,2023-12-11 13:53,0,0,LOKLIAO ',广东
忠言逆耳，本来事实就是这样，在这个社会不分任何都是要舔的,2023-12-11 13:12,0,0,momo,安徽
因为理科还有机会选择去第一第二产业去和林木矿材锅炉锻锤打交道,2023-12-11 13:09,0,0,nana,吉林
打工不舔吗？[笑哭R],2023-12-11 12:29,0,0,默,广东
我觉得他说的没错  娃只是说的过于白话  可能有些人接受不了吧[笑哭R],2023-12-11 11:32,0,1,一只冒充额金刚钻,上海
现在哪个行业不是卑微的活着[失望R],2023-12-11 11:21,0,0,半冷半柔半妖娆づ💋,河北
其实怎么说呢？你认不认同都没啥关系，，只是张雪峰把事情说的赤裸裸而已，，，中国以前干活做事都要有遮羞布，不会说的这么赤裸裸，但是其实就是这么一回事，，再说直白一点别管文科理科，只要清醒人多这些职业里没多少不是服务业的,2023-12-11 11:17,0,1,stephy li,上海
虽然他说的不怎么好听，但是我觉得他说的没问题,2023-12-11 10:58,0,0,热烈小红薯,新加坡
如果说的不是你，你为什么会急？🤣🤣,2023-12-11 10:49,0,0,在网上遛狗🤭,河南
这就破防了？[偷笑R],2023-12-11 10:49,0,0,在网上遛狗🤭,河南
你急什么😋,2023-12-11 10:49,0,0,在网上遛狗🤭,河南
他就是个小可爱,2023-12-11 10:16,0,0,小珉东方镜,福建
理科生不照样要舔，不过是舔机器，舔图纸，舔甲方，人家话说的没毛病,2023-12-11 10:02,0,0,四点十分黄河大合唱,江苏
太敏感了，他本意也不是冒犯，话糙理不糙，他说自己也是舔衣食父母，工作嘛，不用太在意别人的看法，本质都是劳动换报酬，自嘲是智慧,2023-12-11 10:02,0,0,城事儿,陕西
主要是我觉得不要彻底抹杀文科的贡献吧，文科的贡献主要是在精神方面啊，我们看到的优秀的文学作品，影视剧作品，哪个不需要文科？文科不全是舔吧，现在天天骂这个电视剧编剧那个电影编剧的，又不让人学文科。那我们以后的文娱需求谁来满足呢。全是理科的世界和全是机器人有什么区别吗？现在人工智能等等越来越发达，人类最终不会被替代，不会被抹杀的领域文科占一大部分。你可以说从事文科的人少，可以说不好找工作，但是请不要说文科都是在舔，因为有很多优秀的文科从业者在给我们提供情绪价值。,2023-12-11 09:32,0,0,wybyl,湖南
舔客户，舔老板，舔领导，不止文科啊。,2023-12-11 09:14,0,0,盐糖水，生长在北方,广东
这和文理没关系，和你爹妈有关系，爷就爷吧，那几个医学院的，总不是文科吧，搞个科研弄出癌了，爷都没机会叫踢出群了，那不是爷，那是阎王爷,2023-12-11 09:08,0,0,若水漫无止境,四川
嗨 当甲方一样也得舔 谁不得舔啊 这世界就是个大棒棒糖[石化R],2023-12-11 08:48,0,0,山有扶苏,北京
在中国，大多数上学的目的还是为就业的，有几个是为陶冶情操。就论专业而言，毕竟还是工业化时期，理科比文科好点，不过综合来看，就业和个人能力、格局、综合素质，家庭实力还是有很大关系的,2023-12-11 08:20,0,0,致良知,山西
计算机就纯服务业,2023-12-11 08:10,0,0,一个影子吧啦吧啦,山东
我觉得其实说开了文科真的不就是舔吗…除非你去做历史学者考古之类的…理工科很多和机械电脑打交道，你不舔其实也可以，最多等到35岁被优化…文科主要就业就是和人打交道，那核心不就是舔吗…乙方舔甲方，下属舔上司，分公司舔总部…不排除少数个例，但社会大多数人不就是逃不出这个游戏圈嘛,2023-12-11 06:01,0,0,病毒退退退,法国
是服务行业出问题？[偷笑R]给钱就是爷的社会风气哪里来的，说出来的实话而已！[偷笑R],2023-12-11 02:12,0,0,最不像CPA的CPA,加拿大
他也没说舔哪，怎么舔，舔多久,2023-12-11 02:04,0,0,momo,美国
我不知道，作者现在有没有工作。我也是文科生（但是不是重本），反正看找工作的时候，包括我室友她们，真的，怎么说呢？没有冒犯吧？完全没有。他们有的是去银行，然后有的还考上了公务员，但是都是服务业。服务业本来就是要求态度[哭惹R][哭惹R][哭惹R]除非真的特别特别优秀，有能力吧，但是大部分都是普通人[哭惹R]刚大学毕业会啥呢？会写一点策划，会做PPT，但是好像每个人都会，很多东西都是要重新学,2023-12-11 01:20,0,0,momo,安徽
他只是把实话说出来了。他并不是敌人。真正的敌人是谁懂得都懂。不懂的也就算了。只不过不管懂不懂，都没有一个敢骂的人。就只敢骂他。所以说张雪峰这波错在自己没实力还要说事实[笑哭R],2023-12-11 01:03,0,0,小红薯E380A91,江西
喜好要建立在生活的基础上,2023-12-11 00:35,0,0,网络是虚拟的,美国
理想太理想了，现实太现实了，理想的糖衣扒的太直接，谁还吃得下现实的苦呢,2023-12-11 00:28,0,0,TOYEcolla,辽宁
哈哈 而且北方科员级别就要开始舔 深圳可能到中级管理层才需要开始舔。,2023-12-11 00:15,0,0,天刀,广东
