如何看待2024年放假安排？除夕不放假？,gender,comments,likes,updated_time
为什么上不了热榜？？？,-1,0,0,2023-10-25 20:06:15
朝天门的,1,0,0,2023-10-25 20:05:50
遥遥领先！,1,0,0,2023-10-25 20:04:49
哥们作为23届毕业生，工作后过的第一个春节。。就要除夕当天下午才下班???大年初一早上才能坐车回家??家里人都拜完年了，哥们下午才到家呢??,-1,0,0,2023-10-25 20:04:44
其实大可不必装作在乎我们，毕竟我们也不能真的把你们怎么样,1,0,10,2023-10-25 20:02:45
除夕不放假，背后的原因令人暖心T﹏T,0,1,1,2023-10-25 20:02:08
难受吗？难受又能怎样？,0,0,0,2023-10-25 20:01:53
政府人员：除夕下班回家，不误吃上热气腾腾的年夜饭，工作生活两不误，过年不忘抓生产，彰显我们社会主义制度的优越性。打工人：但是我们除夕还要上班，没时间准备年夜饭啊，下班桌子上也不会长出年夜饭呐？政府人员：啊？怎么可能！你们还要自己准备吗？你们家都没有保姆吗？怎么可能没钱，最不济把家里闲置的房子租出去一套就能请个保姆啊！,0,1,0,2023-10-25 20:00:23
在东亚这片土地上，你要相信，头脑最好用的人都在国家机关。他们不可能没想到现在这种情况的。以下是我的看法：1.他们是想要多给放假。正常都是大年三十到初六放假，一共放7天。现在初一到初七放假，迫使企业不按照国家法定节假日来执行，来提前去放这个假，实际放假天数大于7天。2.把压力甩给企业，鼓励企业去提前放假，让企业去抉择放或是不放。老谋深算。3.就是不给放，往死里干，过年别回去了，稳抓经济。回答比较片面，欢迎评论区讨论。,-1,0,1,2023-10-25 20:00:20
爱咋咋地吧，已经辞职躺平，每天都是放假在琢磨自由职业，有经验的大佬求带，感谢话说，研究怎么放假，这事有啥技术壁垒吗？我能干不 ,-1,0,0,2023-10-25 19:59:28
干脆过年也别放了，正常周末休息就行，真的很烦调休，连上七天,1,0,1,2023-10-25 19:57:59
首先，我坚决反对其次，我想我的话，会壮着胆子找老板商量，让我大年初一自己一个人出来加班都行，大年三十我请假。不给就缺勤一天，扣钱不差扣这一次了。,-1,0,0,2023-10-25 19:57:49
这要是放在法国……,-1,0,0,2023-10-25 19:57:25
就连头驴除夕那天都不用拉磨...,1,0,0,2023-10-25 19:57:24
中国人过年哪天最重要，当然是除夕，但是为什么除夕不放假还硬凑出8天。我感觉很多人没明白，目的就是想让你多放一天呗，毕竟企业有年休假。有调休，回家过除夕这个理由应该是无懈可击了吧。但是为什么大家吐槽，或许我理解是很多人正常的假期都得不到保证，就更别提年休假了。当然要是工作连正常的年休假都没有的话，估计消费能力也没有那么高，调休主要目的想促进消费，鼓励大家玩，那么大家是消费者嘛。可以带来充足的消费吗？要是分逼不花的话，给你放假有什么用，你哪天过年不行。,-1,0,0,2023-10-25 19:56:09
不放就不放呗，不是你自己作主不放的吗？,-1,0,0,2023-10-25 19:55:13
除夕不放假，没时间做年夜饭怎么办？买预制菜啊！要懂得他们的良苦用心！,1,0,0,2023-10-25 19:55:12
跟我没关系，病人不会因为在节假日不生病。我选择多加两个班赚点加班费。,1,0,1,2023-10-25 19:54:30
印度人口太多，把人都累死就不用解决退休问题了,-1,0,0,2023-10-25 19:54:24
我在想股市除夕夜来不来盘,-1,0,0,2023-10-25 19:53:49
以后如果国家规定清明节不放假，调后两天去祭祖我也不奇怪了,-1,0,0,2023-10-25 19:52:40
除夕那天，高速应该不会免费,0,0,0,2023-10-25 19:52:14
我国既有特色的调休放假制度远超国外搭桥放假制度，又有仅次于帕劳（一天年假）和坦桑尼亚（三天年假）的五天年假。另外建议明年国庆调休从29号放到11号这样不仅有13天长假，而且过完重阳就可以正常双休了。,-1,0,1,2023-10-25 19:52:08
鼓励除夕调休……何不食肉糜？,1,0,0,2023-10-25 19:52:02
从一青之后国庆节期间天安门的热闹程度就能看出来 老钟人就该这样对待 见的不能再见了,1,0,0,2023-10-25 19:50:34
很快就有一堆鸟开始为除夕不放假叫好了。,-1,0,0,2023-10-25 19:50:15
就地过年，免得城市萧条，开年失业率彪升,-1,0,1,2023-10-25 19:49:21
它要是不写最后一句，我还能以为它不知道那天是除夕,1,0,1,2023-10-25 19:49:13
还是太保守了，直接说配合15天年假可以放23天多好，这才是新年第一份大礼,-1,0,4,2023-10-25 19:47:20
拯救了春晚。除夕上一天班回来，谁还有精力吐槽春晚包不包饺子、生不生孩子。这个新闻给我的感觉是生气中带着点好笑。网络世界的群情激奋向来是时效性的、没有现实意义的，所以即使再无语，也就只能吐槽几句。无能为力，只能应应景儿。无数条新闻就这样成为旧闻，崭新的新闻又引来新的愤怒。周而复始。虽然过往这些年大家都吐槽越来越没有年味儿，都觉得春晚越办越垃圾，但对于过年回家，中国人有很深的情怀。过年最热闹的是年前，年后基本就是躺平休息，间或走走亲戚。除夕辞旧岁、吃年夜饭，对很多家庭来说是个很重要的仪式。除夕不放假，这种仪式感会慢慢被削弱。如果变成常态，以后这年过的也就没什么大意思。我不懂这一天假期到底差在哪儿，效益差的公司有这一天也不能起死回生，再能干的员工在这一天也干不了什么事情，图啥呢？有些公司年后开工特别早，根本不会等到初八。它们顾及员工情绪，以往可能只敢在年后的假期里做做手脚，现在除夕不用放假了，还不往死里薅...,0,0,5,2023-10-25 19:47:13
能坚持到最后一天还上班的都是好单位，员工大部分是本地人，除夕当天下午提前半天溜号，不会有人较真的。按天结工资的，提前半个月就回老家了，没走的人家就没打算回家过年。,-1,0,1,2023-10-25 19:47:07
这就是你们不对了，除夕鼓励放假，之后给你放八天历史上绝无仅有，另外交通部直接高速免费9天，对于996都是福报的你们怎么敢这么挑剔？说到底还是发展中国家，人均收入还很低，不奋斗怎么实现现代化，我就佩服有些人真是蜜罐里长大的，我们小时候，那时候大人们只休息一天的，忙的脚打后脑勺，日子过得依然甜蜜，都是好日子给的太快了，有什么资格端起碗来吃肉，放下筷子骂娘，好好干活吧，一天不给你休，你自己也得找饭辙，国家不欠你的，父母更不欠你的，要知足常乐！,-1,0,1,2023-10-25 19:45:21
很难想象都这样了还会有人无条件地全面爱国。,1,1,2,2023-10-25 19:45:01
放假本质上是让你们消费的，不是让你们团圆的…这么一想除夕不放假是不是合理多了 ,1,0,0,2023-10-25 19:44:52
作为一个普通私企的打工者，我相信我们公司会按照往常的习惯放假，起码除夕这天不会让我们上班。如果我们这个小公司的老板格局还不如这些除夕不放假的决策者和推动者们高的话，那这个波一班儿不上也罢。,1,0,0,2023-10-25 19:44:07
欧洲都有除夕这一天的假，中国没有是吧？,1,0,4,2023-10-25 19:42:30
这下除夕真的只是韩国人的节日了,1,0,4,2023-10-25 19:42:29
在知乎超能力话题下讨论的各位：你们化身祖国人后，第一个要去的地方，第一批要找的人，第一件要改变的事情，明确了吗？唉，真期盼有我们的英雄,-1,0,0,2023-10-25 19:41:46
"我对这事持非常乐观的态度 原因大概有以下几点 1) 这不是第一次年30不放假 ,却是第一次在文件中写明了""鼓励各单位结合带薪年休假等制度落实，安排职工在除夕（2月9日）休息"" 2) 国家在有意的压制内卷文化 ,放7天(包括年30)和放8天(不包括年30)明显后者在舆论上更不合理3) 国家在国庆的8天假期里尝到了甜头 国庆8天有力的促进了消费复苏和经济增长4) 在目前的宣传口径中""年假"",""除夕""占据了非常重要的版面 ,这太高调了 像是有意为之.5)国家在发展 ,法制在完善,人民的需求也在不断的提高,这些是不争的事实.年假制度不可能一直名存实亡 ,一定会通过某种方式实现 这次就是一个很好的开始.基于以上几点 我做如下推论 1)国家层面上 ""鼓励""以半强制的形式进行 ,除夕大部分普通人还是放假了的2) 春节期间各大媒体榜单都是""XX除夕不放假"" 一些头铁的单位被挂在热榜来回鞭尸3) 以此为契机,年假制度在缓慢,艰难 曲折中不断前进.10.25 立贴于此",-1,0,0,2023-10-25 19:40:50
如果不满意的话可以看看我国港澳台地区的放假和年假安排台湾（总17~44天）法定节假日 14天年假 3天（工作0.5~1年）         7天（工作1+年）        10天（工作2+年）        14天（工作3+年）        15天（工作5+年）+1天/每+1年       （最多 30 天） 香港（23~30天）法定节假日 16天年假 7天（工作2+年） +1天/每+1年         14天（工作9+年）澳门（21~24天）法定节假日 18天 (周末的假期将工作日作为休息日代替。)年假 3天（工作3+月）         6天（工作1+年）而我们总共有16~26天（今年14~24天）假呢，还有啥不满意的,-1,0,1,2023-10-25 19:40:34
“你在睡觉的时候，美国人都在工作。”,1,0,1,2023-10-25 19:40:28
好，威武，支持，有希望,-1,0,0,2023-10-25 19:39:09
这还不感恩？说明关心大家的身体，不然还得吐槽加班没有加班费，伤到肠胃专家该多心疼啊,1,0,0,2023-10-25 19:39:01
我是用手机看的,-1,0,0,2023-10-25 19:38:19
为什么年年折腾年年骂，除了今年搞得逆天除夕不放之外，最根本还是假期太少了。但凡多几天假期，需要搞调休搞这搞那，需要东扣一天西补一天吗？而为什么不多放几天呢？一贯以来的重生产，轻需求，崇尚吃苦，厌恶享乐罢了。首先是认为消费对经济发展没有用，确切说是嘴上认为有用，心里不这么想。其次是把放假归为享乐，与艰苦奋斗价值观不符，认为工作和休假是有高低之分的，工作比较高，休假比较低。从来只看见宣传努力干活不休假，没见宣传劳逸结合，更没见宣传不干活躺平玩乐。评价为念经念傻了，极大地把国家的发展与个人的命运切割开来。造成的影响，诸如评论区之问体现的那样：XXXX和我一个月三千块钱有什么关系？哪怕这个问题多少有点片面，就很难说一点道理都没有。如果说收入还会因统计差异，不好直接下定论，但法定节假日那是白纸黑字写着的。很多人想法很简单，如果没发展前假期少，发展后还是假期少，那不是白发展了吗？上一次改动假期是什么时候，这么多年我们国家难道没发展，难道支撑不起多放几天吗？会有多大影响吗？拿带薪年假说事的专家学者在企业里有上过一天班吗？是觉得没必要改，是懒得改，还是一提改就有人哭天抢地说要企业活不下去了我不得而知。普通人没有大喇叭哭天抢地，就算哭了也没人听。但是请注意，不要以为没有代价。人不是电器这种方便的东西，插上插头通电，拔下断电，想怎么用就怎么用。如果要去切断这种联系时，可能真的就切断了。人心是政治上的不可再生资源，团结一致向前不是理所应当从天上掉下的。一切一切看似没有代价的伤害，最终都会百川汇海，反馈在社会综合成本上。比如某西方大国，很多报道都说西方大国人民反智、民粹、搞阴谋论不相信科学等等，但是如果翻看历史，看看他们政府搞了什么事，就很容易理解这些反智、阴谋论等从何而来。这些看似荒诞的现象背后是，人家虽然不懂科学但太懂他们政府是怎么坑人的。如果这种想法变成社会潜意识那就完犊子了。我生活在英雄的国家，脚踩着英雄的土地，无论是历史和当下都无数次地证明了这一点。2022重庆山火，2021郑州暴雨，英雄的人民在灾难面前团结互助，不畏艰险，像极了先辈们的身影，这也让我相信这个古老而年轻的灵魂依然充满活力与希望。我不希望在未来的某一天，这些都变成曾经。当然假期这个小小话题不至于上升到如此地步。不过反过来想，为什么不实现这小小的期愿呢？在寒冷的世界，更需要划燃这根并不虚幻、带给人温暖的火柴。,-1,5,105,2023-10-25 19:37:54
